,song_name,artist_name,release_date,popularity,genres,artist_popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,labels
0,我們的基因,Kay Tse,2019-11-06,51,c-pop,57,0.701,0.635,279547.0,0.445,0.0,1,0.181,-8.185,0,0.0333,131.399,0.436,2
1,忘記和記,Juno Mak,2019-10-22,50,c-pop,55,0.65,0.6779999999999999,157156.0,0.498,0.0,6,0.0602,-13.582,0,0.0407,140.053,0.406,4
2,Two at a time,AGA,2019-10-30,53,c-pop,54,0.6859999999999999,0.763,261639.0,0.561,2.5e-06,8,0.111,-6.806,1,0.029,89.251,0.3720000000000001,4
3,"讓愛高飛 - 劇集 ""多功能老婆"" 片尾曲",Pakho Chau,2019-10-14,51,c-pop,55,0.71,0.485,220286.0,0.377,0.0,10,0.119,-9.091,1,0.03,139.976,0.355,4
4,爸爸的禮物,Jason Chan,2019-11-15,38,c-pop,54,0.695,0.5820000000000001,272909.0,0.413,0.0,2,0.243,-8.033999999999999,0,0.024,82.984,0.214,2
5,富上代,Dear Jane,2019-10-31,44,c-pop,54,0.0012,0.32299999999999995,250185.0,0.716,0.0006349999999999999,11,0.0888,-5.171,0,0.0422,138.296,0.244,0
6,願榮光歸香港,湯瑪士＆眾香港人,2019-09-14,57,none,0,0.7559999999999999,0.258,105714.0,0.329,1.07e-05,0,0.29600000000000004,-11.219,1,0.0297,83.57700000000001,0.412,2
7,切膚之愛,JUDE,2019-09-25,47,cantopop,36,0.818,0.535,231986.0,0.436,0.0,2,0.103,-6.69,1,0.029,142.056,0.202,2
8,逃生門,JW,2019-07-30,53,cantopop,49,0.711,0.444,283800.0,0.53,0.0,6,0.121,-7.29,1,0.0443,143.333,0.449,4
9,說分手,Shiga Lin,2019-11-12,44,c-pop,50,0.281,0.489,263875.0,0.773,0.0,5,0.087,-5.216,1,0.0366,95.112,0.491,0
10,我們與愛的距離,Alfred Hui,2019-08-06,50,c-pop,52,0.618,0.604,231265.0,0.465,0.0,11,0.145,-6.564,1,0.0325,119.859,0.508,4
11,幸福相擁,Jill Vidal,2019-09-11,50,cantopop,42,0.226,0.513,240331.0,0.626,0.0,1,0.118,-6.141,1,0.0289,148.102,0.365,6
12,拾荒者之歌,黎曉陽,2019-11-04,40,cantopop,31,0.688,0.542,233334.0,0.26,4.73e-05,7,0.213,-12.222,1,0.0312,119.909,0.238,4
13,你可能未必不喜歡我,Alfred Hui,2019-10-29,45,c-pop,52,0.845,0.585,285303.0,0.311,0.000293,3,0.081,-10.005,1,0.0417,76.95100000000002,0.275,2
14,逃生門 (feat. 王灝兒) - 門外版,Endy Chow,2019-11-13,48,c-pop,50,0.627,0.539,269236.0,0.4370000000000001,0.0,1,0.0875,-9.871,1,0.0863,147.95,0.35600000000000004,2
15,望,Charmaine Fong,2019-10-03,49,c-pop,50,0.746,0.688,250903.0,0.343,1.47e-06,11,0.135,-9.211,1,0.0317,115.126,0.295,4
16,七折,Jason Chan,2019-08-07,49,c-pop,54,0.542,0.6679999999999999,255789.0,0.378,0.0,2,0.187,-9.586,1,0.0344,116.398,0.3670000000000001,2
17,講,Jace Chan,2019-11-07,39,hong kong hip hop,29,0.721,0.561,190968.0,0.415,2.64e-06,7,0.0913,-10.184,0,0.0287,92.981,0.13,4
18,一秒,Mag Lam,2019-10-23,45,cantopop,45,0.871,0.485,240919.0,0.536,1.13e-06,0,0.198,-8.238,0,0.0377,95.895,0.468,2
19,愛沒懷疑,Deep Ng,2019-11-14,40,c-pop,42,0.75,0.468,240218.0,0.574,0.0,1,0.0948,-7.226,1,0.0337,130.138,0.325,2
20,失戀的人站起來,Mag Lam,2019-08-28,50,cantopop,45,0.5770000000000001,0.395,277536.0,0.631,0.0,10,0.129,-6.04,1,0.0397,169.041,0.5760000000000001,4
21,冷處理,陳凱彤,2019-10-28,41,cantopop,31,0.611,0.421,231177.0,0.401,0.0,7,0.0749,-8.158,1,0.0401,131.4,0.188,4
22,花心,Vincy Chan,2019-10-03,43,c-pop,46,0.524,0.442,256889.0,0.498,0.0,1,0.129,-8.227,0,0.118,173.803,0.158,2
23,另一個諾貝爾,陳卓賢,2019-09-06,46,cantopop,35,0.15,0.448,254029.0,0.509,0.0,8,0.158,-7.419,1,0.0314,147.995,0.284,0
24,初音,Eman Lam,2019-10-25,43,cantopop,43,0.884,0.375,251916.0,0.241,0.0,6,0.0794,-9.563,1,0.0363,81.733,0.28800000000000003,4
25,Everyday,AGA,2019-07-12,47,c-pop,54,0.28300000000000003,0.645,228206.0,0.55,0.0,5,0.242,-8.41,1,0.0468,130.711,0.29600000000000004,0
26,重讀興趣班,Phil Lam,2019-09-20,45,cantopop,48,0.509,0.4920000000000001,217626.0,0.46,0.0,11,0.0895,-10.051,1,0.0516,179.856,0.317,4
27,773312,Kay Tse,2019-10-08,46,c-pop,57,0.191,0.561,202500.0,0.76,4.9e-05,10,0.366,-7.767,0,0.0528,127.959,0.402,0
28,"天知 - 劇集 ""解決師” 主題曲",梁釗峰,2019-10-14,45,cantopop,40,0.246,0.669,215792.0,0.883,0.0,0,0.183,-7.346,0,0.0422,115.002,0.7070000000000001,6
29,感情寄生族,Hins Cheung,2019-08-08,50,c-pop,62,0.83,0.39,290955.0,0.443,0.0,1,0.073,-8.0,1,0.0374,129.469,0.264,2
30,下一位前度,Terence Lam,2019-01-11,45,cantopop,34,0.479,0.555,275235.0,0.46,0.0,8,0.14800000000000002,-7.754,1,0.0279,117.892,0.428,4
31,悲觀生物學,Joey Yung,2019-07-12,50,c-pop,61,0.71,0.312,252800.0,0.436,0.0,0,0.162,-8.492,1,0.0467,179.173,0.173,2
32,我會想念他 - 劇集 “牛下女高音” 片尾曲,Stephanie Ho,2019-10-08,45,cantopop,42,0.7120000000000001,0.591,206818.0,0.338,0.0,6,0.103,-11.071,1,0.0327,135.836,0.22,4
33,我們都是這樣長大的,Sammi Cheng,2019-06-26,55,c-pop,58,0.716,0.4270000000000001,283184.0,0.409,0.0,5,0.0958,-10.06,1,0.0306,159.826,0.37,4
34,尋找白金漢,Jay Fung,2019-10-22,43,cantopop,38,0.745,0.579,234178.0,0.382,0.0,10,0.112,-8.605,1,0.0343,137.939,0.493,4
35,良品,Jolie Chan,2019-09-20,42,none,39,0.502,0.417,260628.0,0.329,0.0,6,0.0865,-11.105,1,0.0359,123.633,0.397,4
36,明明他已離開妳,Hins Cheung,2018-12-21,48,c-pop,62,0.652,0.495,289213.0,0.411,0.0,9,0.126,-9.875,1,0.03,119.775,0.273,4
37,在錯誤的宇宙尋找愛,陳健安,2019-06-10,47,cantopop,40,0.615,0.509,277767.0,0.501,5.92e-06,6,0.0991,-8.547,1,0.0382,139.825,0.248,4
38,情感的廢墟,Juno Mak,2019-07-17,54,c-pop,55,0.336,0.652,238506.0,0.674,0.0,11,0.106,-5.849,1,0.0329,132.02100000000002,0.295,0
39,永恆少年,曾樂彤,2019-09-25,44,cantopop,36,0.648,0.595,201618.0,0.4370000000000001,0.0,3,0.0921,-7.447999999999999,1,0.0282,78.033,0.462,2
40,活多一次,Justin Lo,2019-08-09,44,c-pop,52,0.7120000000000001,0.597,249868.0,0.383,0.0,1,0.16399999999999998,-11.136,1,0.0505,149.96,0.382,2
41,若然冬天沒有花,梁釗峰,2018-12-18,42,cantopop,40,0.276,0.552,297000.0,0.562,0.0,1,0.0978,-7.546,1,0.0371,81.032,0.384,6
42,點滴 (2019),Supper Moment,2019-09-25,42,cantopop,51,0.00987,0.423,269899.0,0.914,3.61e-05,2,0.345,-4.468,1,0.0584,144.922,0.335,6
43,2084,Dear Jane,2019-07-08,52,c-pop,54,0.132,0.361,316991.0,0.846,6.53e-05,4,0.28600000000000003,-3.717,1,0.0337,104.932,0.443,6
44,13樓的大笨象,Stephanie Cheng,2019-02-15,51,c-pop,47,0.344,0.423,293008.0,0.721,0.0,1,0.0799,-5.837999999999999,1,0.0425,168.046,0.482,6
45,百年樹木,Hins Cheung,2018-10-15,48,c-pop,62,0.575,0.472,314412.0,0.327,0.0,0,0.111,-8.567,1,0.0338,140.33700000000002,0.305,2
46,Tonight,AGA,2019-04-10,49,c-pop,54,0.677,0.369,278573.0,0.485,0.0,2,0.156,-6.172999999999999,1,0.0282,132.069,0.421,2
47,龍舌蘭,Eason Chan,2018-11-19,47,c-pop,69,0.485,0.502,285280.0,0.583,2.44e-06,6,0.124,-7.327000000000001,0,0.0343,135.931,0.215,4
48,在月台上等你,Janice Vidal,2018-11-07,50,c-pop,56,0.431,0.46,248589.0,0.688,0.0,6,0.139,-4.527,1,0.0448,133.44,0.463,0
49,下一束光,吳林峰,2019-08-12,41,none,29,0.906,0.615,316696.0,0.21,0.0,11,0.124,-13.077,0,0.0481,131.569,0.265,4
50,everything i wanted,Billie Eilish,2019-11-13,97,electropop,97,0.902,0.7040000000000001,245426.0,0.225,0.657,6,0.106,-14.454,0,0.0994,120.006,0.243,1
51,Lose You To Love Me,Selena Gomez,2019-10-23,99,dance pop,93,0.5760000000000001,0.505,206459.0,0.34,0.0,4,0.21,-9.005,1,0.0438,101.993,0.0916,4
52,說好不哭,Jay Chou,2019-09-17,65,c-pop,77,0.478,0.542,222333.0,0.35100000000000003,1.47e-06,10,0.0837,-11.849,1,0.0317,75.858,0.324,4
53,Heartless,The Weeknd,2019-11-27,87,canadian contemporary r&b,92,0.00632,0.531,200080.0,0.75,7.6e-05,10,0.117,-5.831,0,0.111,169.954,0.198,0
54,Make It Right (feat. Lauv),BTS,2019-10-18,88,k-pop,92,0.0304,0.584,226321.0,0.685,0.0,7,0.189,-7.811,1,0.425,97.551,0.345,0
55,ROXANNE,Arizona Zervas,2019-10-10,95,pop rap,86,0.0522,0.621,163636.0,0.601,0.0,6,0.46,-5.6160000000000005,0,0.14800000000000002,116.735,0.457,0
56,Mean It,Lauv,2019-11-14,88,pop,90,0.0407,0.746,232853.0,0.45,0.0,7,0.172,-8.543,1,0.0872,95.998,0.336,0
57,Takeaway,The Chainsmokers,2019-11-08,85,electropop,90,0.12,0.294,209893.0,0.505,0.0,3,0.0977,-8.106,1,0.042,85.33200000000002,0.35700000000000004,0
58,Don't Start Now,Dua Lipa,2019-10-31,96,dance pop,91,0.0125,0.794,183290.0,0.7929999999999999,0.0,11,0.0952,-4.521,0,0.0842,123.941,0.677,0
59,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,2019-11-13,88,pop,95,0.433,0.448,221307.0,0.603,0.0,7,0.0862,-7.176,1,0.064,205.272,0.422,0
60,"10,000 Hours (with Justin Bieber)",Dan + Shay,2019-10-04,95,contemporary country,86,0.153,0.654,167693.0,0.63,0.0,10,0.111,-4.644,1,0.0259,89.991,0.43,0
61,Memories,Maroon 5,2019-09-20,100,pop,93,0.8370000000000001,0.764,189486.0,0.32,0.0,11,0.0822,-7.209,1,0.0546,91.019,0.575,4
62,Blinding Lights,The Weeknd,2019-11-29,78,canadian contemporary r&b,92,0.00148,0.504,201573.0,0.795,0.000155,1,0.0902,-4.118,1,0.0703,171.021,0.379,6
63,Good Thing (with Kehlani),Zedd,2019-09-27,89,complextro,86,0.399,0.693,210901.0,0.564,0.0,1,0.0409,-3.857,0,0.0378,185.913,0.574,6
64,Look At Her Now,Selena Gomez,2019-10-24,92,dance pop,93,0.114,0.563,162596.0,0.564,0.0254,10,0.304,-7.9060000000000015,0,0.271,154.355,0.55,0
65,Harleys In Hawaii,Katy Perry,2019-10-16,85,dance pop,88,0.185,0.722,185815.0,0.757,6.32e-06,10,0.126,-6.207000000000002,0,0.132,140.094,0.721,0
66,Up All Night,Khalid,2019-11-14,87,alternative r&b,96,0.00103,0.665,157220.0,0.7120000000000001,0.0034200000000000003,1,0.102,-7.536,1,0.0527,93.989,0.669,6
67,Señorita,Shawn Mendes,2019-06-21,96,canadian pop,93,0.037000000000000005,0.759,190960.0,0.54,0.0,9,0.0945,-6.039,0,0.0287,116.947,0.75,0
68,Circles,Post Malone,2019-09-06,67,dfw rap,100,0.192,0.695,215280.0,0.762,0.00244,0,0.0863,-3.497,1,0.0395,120.042,0.5529999999999999,6
69,句號,G.E.M.,2019-11-22,64,cantopop,71,0.258,0.7170000000000001,235632.0,0.541,0.0,10,0.077,-6.265,1,0.0524,143.96200000000005,0.449,0
70,Watermelon Sugar,Harry Styles,2019-11-17,90,dance pop,87,0.122,0.5479999999999999,174000.0,0.816,0.0,0,0.335,-4.209,1,0.0465,95.39,0.557,6
71,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,2019-09-13,84,dance pop,96,0.00268,0.643,190107.0,0.721,6.51e-06,1,0.0898,-5.247999999999998,1,0.0449,102.914,0.317,6
72,Cry for Me,Camila Cabello,2019-10-04,80,dance pop,94,0.05,0.721,189133.0,0.805,0.0,9,0.153,-4.134,0,0.0927,118.058,0.653,0
73,Lonely (with Jonas Brothers),Diplo,2019-09-27,86,bmore,90,0.062,0.738,139813.0,0.7170000000000001,0.0,1,0.205,-5.121,1,0.0573,98.047,0.5,6
74,bad guy (with Justin Bieber),Billie Eilish,2019-07-11,85,electropop,97,0.252,0.67,194840.0,0.453,0.33,0,0.117,-11.265,1,0.295,135.055,0.68,6
75,Graveyard,Halsey,2019-09-13,91,dance pop,91,0.231,0.667,181806.0,0.583,4.48e-05,11,0.181,-5.127000000000002,0,0.0747,92.043,0.187,0
76,Lights Up,Harry Styles,2019-10-11,93,dance pop,87,0.0426,0.585,172227.0,0.62,0.00224,3,0.15,-8.09,0,0.0327,101.939,0.281,6
77,Dance Monkey,Tones and I,2019-08-08,62,australian pop,90,0.6920000000000001,0.8240000000000001,209438.0,0.588,0.000104,6,0.149,-6.4,0,0.0924,98.027,0.513,4
78,Easy,Camila Cabello,2019-10-11,85,dance pop,94,0.411,0.574,194686.0,0.593,1.55e-06,4,0.0966,-5.731,0,0.0463,128.07299999999998,0.355,0
79,hot girl bummer,blackbear,2019-08-23,97,pop,90,0.128,0.778,185093.0,0.5589999999999999,0.0,6,0.399,-7.109,0,0.0776,129.989,0.6779999999999999,0
80,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,2019-08-02,89,pop,90,0.482,0.8059999999999999,198973.0,0.5579999999999999,0.0,9,0.0618,-6.46,1,0.0683,95.016,0.6779999999999999,0
81,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-10-25,91,escape room,88,0.298,0.6679999999999999,159011.0,0.892,0.0,5,0.735,-3.0010000000000003,0,0.0645,95.927,0.478,0
82,The Man,Taylor Swift,2019-08-23,83,pop,95,0.0767,0.777,190360.0,0.6579999999999999,0.0,0,0.0901,-5.191,1,0.054000000000000006,110.048,0.633,6
83,Feelings,Lauv,2019-09-19,86,pop,90,0.0934,0.6940000000000001,189613.0,0.466,0.0,9,0.098,-6.757999999999999,1,0.0384,103.018,0.246,0
84,Lover,Taylor Swift,2019-08-16,60,pop,95,0.4920000000000001,0.359,221307.0,0.5429999999999999,1.58e-05,7,0.118,-7.582000000000002,1,0.0919,68.53399999999999,0.453,4
85,Ride It,Regard,2019-07-26,95,pop edm,83,0.272,0.893,157605.0,0.748,1.62e-05,7,0.093,-4.299,0,0.0821,117.958,0.867,0
86,Follow God,Kanye West,2019-10-25,93,chicago rap,95,0.000248,0.529,104591.0,0.9,1.21e-05,1,0.0426,-3.503,1,0.418,180.291,0.434,6
87,Teeth,5 Seconds of Summer,2019-08-23,80,boy band,87,0.0516,0.7490000000000001,204887.0,0.461,6.24e-06,10,0.0738,-2.9610000000000003,0,0.0416,139.02,0.42,0
88,Trigger,Major Lazer,2019-10-24,88,dance pop,86,0.128,0.57,171987.0,0.585,9.7e-05,8,0.111,-7.041,1,0.251,97.285,0.378,0
89,Before You Go,Lewis Capaldi,2019-11-19,87,pop,91,0.604,0.459,215107.0,0.575,0.0,3,0.0885,-4.8580000000000005,1,0.0573,111.881,0.183,2
90,Falling,Trevor Daniel,2018-10-05,91,alternative r&b,79,0.123,0.784,159382.0,0.43,0.0,10,0.0887,-8.756,0,0.0364,127.087,0.236,0
91,Liar,Camila Cabello,2019-09-04,93,dance pop,94,0.0169,0.74,207039.0,0.498,0.00282,11,0.319,-6.684,0,0.0456,98.016,0.652,0
92,Trampoline (with ZAYN),SHAED,2019-09-26,93,electropop,81,0.56,0.619,184280.0,0.459,0.0,7,0.13699999999999998,-5.782,0,0.0334,126.803,0.498,4
93,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,2019-07-12,93,pop,97,0.14800000000000002,0.857,204467.0,0.621,0.0,9,0.0865,-6.376,0,0.0824,97.986,0.6679999999999999,0
94,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-10-12,96,dance pop,87,0.0334,0.721,221714.0,0.716,0.00084,10,0.237,-7.037000000000001,0,0.0657,104.994,0.667,0
95,Yellow Hearts,Ant Saunders,2019-06-18,81,pop,76,0.117,0.866,223256.0,0.399,0.0,7,0.0689,-10.938,1,0.0745,129.047,0.713,0
96,Nice To Meet Ya,Niall Horan,2019-10-04,90,dance pop,83,0.0119,0.591,158805.0,0.841,0.0,4,0.395,-4.351,0,0.0304,109.034,0.392,6
97,Someone You Loved,Lewis Capaldi,2019-05-17,96,pop,91,0.7509999999999999,0.501,182161.0,0.405,0.0,1,0.105,-5.6789999999999985,1,0.0319,109.891,0.446,2
98,Loyal (feat. Drake),PARTYNEXTDOOR,2019-11-22,83,hip hop,81,0.517,0.866,197973.0,0.53,0.00159,0,0.0946,-6.347,0,0.0495,104.952,0.203,2
99,HIGHEST IN THE ROOM,Travis Scott,2019-10-04,98,pop rap,97,0.0546,0.598,175721.0,0.4270000000000001,5.83e-06,7,0.21,-8.764,0,0.0317,76.469,0.0605,0
100,Candy,Doja Cat,2018-03-30,86,la indie,84,0.513,0.6890000000000001,190920.0,0.516,0.0,8,0.163,-5.857,1,0.0444,124.876,0.209,4
101,Living Proof,Camila Cabello,2019-11-15,83,dance pop,94,0.109,0.735,194440.0,0.514,0.0,7,0.359,-5.464,1,0.08199999999999999,77.566,0.517,0
102,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,2019-11-22,85,grime,82,0.00838,0.8170000000000001,216707.0,0.7809999999999999,5.21e-06,7,0.123,-4.178,0,0.112,104.0,0.359,0
103,Who Needs Love,Trippie Redd,2019-11-19,76,melodic rap,92,0.763,0.85,158532.0,0.516,0.0,0,0.0896,-7.664,0,0.0714,108.963,0.8740000000000001,2
104,Tongue Tied (with YUNGBLUD & blackbear),Marshmello,2019-11-13,82,brostep,90,0.0208,0.628,186024.0,0.821,0.0,1,0.426,-2.721,0,0.0525,93.001,0.465,6
105,Lose Control,MEDUZA,2019-10-11,92,pop house,84,0.129,0.598,168387.0,0.526,0.0,10,0.14,-8.658999999999999,0,0.0415,123.935,0.529,0
106,Tusa,KAROL G,2019-11-07,91,latin,89,0.295,0.8029999999999999,200960.0,0.715,0.000134,2,0.0574,-3.28,1,0.298,101.085,0.574,6
107,How Do You Sleep?,Sam Smith,2019-07-19,95,pop,92,0.153,0.477,202205.0,0.682,0.0,1,0.0763,-4.931,0,0.0925,110.567,0.345,6
108,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,2019-09-06,92,dfw rap,100,0.0906,0.499,229573.0,0.8,0.0,1,0.147,-2.665,0,0.0502,139.91899999999998,0.272,6
109,BOP,DaBaby,2019-09-27,90,nc hip hop,93,0.189,0.769,159715.0,0.787,0.0,11,0.129,-3.909,1,0.3670000000000001,126.77,0.836,0
110,Vete,Bad Bunny,2019-11-21,90,latin,97,0.0363,0.8859999999999999,192024.0,0.672,8.78e-06,1,0.101,-4.394,1,0.188,91.976,0.526,6
111,Used To Love (with Dean Lewis),Martin Garrix,2019-10-31,87,big room,87,0.458,0.6509999999999999,236765.0,0.693,0.0,4,0.335,-4.722,1,0.0375,118.97,0.392,6
112,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-10-17,85,canadian contemporary r&b,74,0.866,0.464,208687.0,0.473,0.0,1,0.109,-10.086,1,0.129,75.801,0.604,2
113,bad guy,Billie Eilish,2019-03-29,95,electropop,97,0.328,0.701,194088.0,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,0.562,0
114,July,Noah Cyrus,2019-07-31,86,dance pop,80,0.868,0.708,156107.0,0.18600000000000005,0.0,9,0.0779,-8.953,0,0.0422,72.541,0.321,4
115,Beautiful People (feat. Khalid),Ed Sheeran,2019-06-28,93,pop,97,0.124,0.64,197867.0,0.648,0.0,5,0.0802,-8.113,0,0.187,92.977,0.5479999999999999,0
116,Orphans,Coldplay,2019-10-24,85,permanent wave,92,0.0254,0.503,197533.0,0.8079999999999999,0.00162,11,0.557,-5.051,0,0.045,107.975,0.28300000000000003,0
117,無神論,Tang Siu Hau,2019-11-29,23,cantopop,35,0.0226,0.607,214018.0,0.644,0.0006219999999999999,3,0.203,-5.6370000000000005,1,0.0298,129.994,0.331,6
118,黑方格,Phil Lam,2019-11-29,25,cantopop,48,0.887,0.34600000000000003,226893.0,0.394,0.0,1,0.1,-9.399,1,0.0322,141.123,0.399,2
119,平安夜,Gigi Leung,2019-11-29,26,c-pop,49,0.911,0.519,210579.0,0.301,0.000183,3,0.134,-10.094,1,0.0277,75.983,0.334,2
120,SIN CITY,MADBOII,2019-11-29,21,hong kong hip hop,33,0.379,0.738,175102.0,0.812,0.0,1,0.0603,-2.854,0,0.227,73.539,0.396,6
121,第千次重逢,李靖筠,2019-11-29,22,none,24,0.7509999999999999,0.617,218779.0,0.418,0.0,5,0.198,-8.323,1,0.0277,119.916,0.257,4
122,"嫁給愛情 - 劇集 ""多功能老婆"" 主題曲",Miriam Yeung,2019-11-26,37,c-pop,56,0.7759999999999999,0.556,265614.0,0.539,0.0,2,0.108,-6.749,0,0.0335,143.796,0.342,2
123,心之書,Lil’ Ashes,2019-11-22,35,cantopop,35,0.412,0.637,218171.0,0.495,0.0,11,0.12,-9.083,1,0.193,169.975,0.6859999999999999,0
124,哪懼牆攀不上 (《獅子山上》主題曲),Terence Siufay,2019-11-22,35,c-pop,45,0.873,0.6990000000000001,264432.0,0.268,0.000116,1,0.371,-11.842,0,0.0308,140.05100000000002,0.252,2
125,頭頂有角 (feat. SHIMICA),Kenny Kwan,2019-11-18,15,cantopop,35,0.0357,0.7040000000000001,218400.0,0.8490000000000001,0.0,0,0.298,-4.404,1,0.115,124.986,0.6990000000000001,6
126,What Did You Say,Dusty Bottle,2019-11-11,38,hong kong indie,32,0.0944,0.645,224844.0,0.7120000000000001,0.0,5,0.0959,-6.466,0,0.0491,140.408,0.45,0
127,LIKEY,Yanki Din,2019-11-11,37,cantopop,29,0.505,0.738,177225.0,0.677,0.0,1,0.108,-5.666,1,0.177,172.99599999999995,0.951,6
128,Blame Me,The Bright Lights,2019-11-11,35,hong kong indie,22,0.0485,0.463,287706.0,0.87,0.0,9,0.199,-4.58,0,0.0909,158.054,0.563,0
129,歲月如歌,Eason Chan,2003-07-22,52,c-pop,69,0.8340000000000001,0.5920000000000001,207853.0,0.4270000000000001,2.98e-06,3,0.106,-6.759,1,0.0281,139.908,0.453,2
130,心之科學,Joey Yung,2018-06-16,54,c-pop,61,0.0704,0.476,235782.0,0.747,7.200000000000001e-06,8,0.109,-6.3020000000000005,1,0.0313,139.9,0.252,0
131,春秋,Hins Cheung,2010-01-01,2,c-pop,62,0.805,0.39,259827.0,0.502,0.0,7,0.2,-5.507999999999999,1,0.027000000000000003,98.687,0.451,4
132,不為誰而作的歌,JJ Lin,2015-12-18,65,mandopop,72,0.534,0.402,265800.0,0.6409999999999999,0.0,2,0.112,-5.905,1,0.0335,145.054,0.252,2
133,偷情的禮儀,Kay Tse,2019-07-17,51,c-pop,57,0.7979999999999999,0.6729999999999999,199655.0,0.491,0.0,10,0.0832,-7.609,1,0.0484,116.149,0.392,4
134,大哥,Janice Vidal,2005-11-25,54,c-pop,56,0.565,0.6,235800.0,0.435,0.0,9,0.103,-6.814,1,0.0435,135.77200000000002,0.392,4
135,突然好想你,Mayday,2008-10-23,63,c-pop,67,0.226,0.462,265867.0,0.465,7.699999999999999e-06,2,0.196,-6.485,1,0.0262,140.112,0.409,6
136,來自天堂的魔鬼,G.E.M.,2015-11-06,66,cantopop,71,0.0244,0.595,245493.0,0.7,0.0,7,0.0876,-5.5760000000000005,0,0.0301,135.993,0.302,0
137,每天愛你多一些,Jacky Cheung,1991-01-01,56,c-pop,63,0.718,0.682,279440.0,0.336,0.0,1,0.133,-12.049,1,0.0253,100.027,0.515,2
138,戀無可戀,Leo Ku,2012-09-07,53,c-pop,55,0.6629999999999999,0.63,255347.0,0.393,0.0,2,0.182,-8.692,1,0.0343,126.005,0.3670000000000001,2
139,傳聞,Pakho Chau,2014-02-28,52,c-pop,55,0.539,0.599,247018.0,0.408,0.0,10,0.0998,-6.649,1,0.0273,96.161,0.423,4
140,你瞞我瞞,Jason Chan,2009-12-24,55,c-pop,54,0.8340000000000001,0.65,237733.0,0.425,0.0,9,0.12,-7.816,1,0.0266,75.988,0.403,4
141,無盡,Supper Moment,2014-05-16,52,cantopop,51,0.172,0.399,266327.0,0.745,0.0,6,0.28800000000000003,-6.595,1,0.0472,156.49200000000005,0.526,0
142,"緣份 - 電影 ""緣份"" 主題曲",Leslie Cheung,2016-09-09,46,c-pop,56,0.452,0.239,210680.0,0.28600000000000003,0.000125,0,0.123,-12.616,1,0.0325,147.689,0.119,2
143,"你,好不好? - Ending Theme Song of TVBS Series ""Life List""",Eric Chou,2016-08-05,68,mandopop,69,0.643,0.439,287307.0,0.477,0.0,10,0.114,-5.638,1,0.0307,159.819,0.535,4
144,可惜我是水瓶座,Miriam Yeung,2003-01-01,56,c-pop,56,0.841,0.537,215333.0,0.385,0.0,3,0.0948,-6.216,1,0.0391,169.98,0.5539999999999999,2
145,說謊,Yoga Lin,2009-10-30,46,mandopop,67,0.3720000000000001,0.54,264160.0,0.474,0.0,10,0.118,-7.588999999999999,1,0.0294,128.05100000000002,0.22,4
146,"給自己的情書 - ""笑忘書""廣東版",Faye Wong,2000-10-20,51,c-pop,60,0.902,0.5539999999999999,267827.0,0.326,1.39e-05,9,0.129,-10.702,0,0.0361,125.844,0.251,4
147,命硬,Justin Lo,2005,53,c-pop,52,0.67,0.495,217014.0,0.503,0.0,3,0.14,-6.837999999999999,1,0.032,185.088,0.333,2
148,世界真細小(合唱版),Hacken Lee,2015-08-14,45,c-pop,55,0.706,0.525,237797.0,0.565,0.0,3,0.201,-8.857999999999997,0,0.0299,113.66,0.5820000000000001,2
149,海闊天空,Beyond,1992-07-31,60,c-pop,57,0.69,0.311,239507.0,0.311,0.0,5,0.195,-11.515999999999998,1,0.0323,76.95100000000002,0.369,4
150,演員,Joker Xue,2016-07-18,63,mandopop,64,0.399,0.53,261250.0,0.4320000000000001,7.81e-06,11,0.113,-10.678,1,0.0472,182.842,0.18600000000000005,4
151,面具,Alfred Hui,2012-01-12,53,c-pop,52,0.397,0.448,291920.0,0.507,0.0,9,0.112,-11.226,1,0.0348,159.868,0.218,4
152,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,2018-10-12,66,mandopop,66,0.901,0.363,237000.0,0.233,4.79e-06,7,0.109,-11.531,1,0.0499,77.378,0.341,4
153,慢冷,Fish Leong,2019-05-16,65,c-pop,64,0.7859999999999999,0.521,289604.0,0.471,0.0,4,0.105,-8.247,1,0.0317,92.054,0.269,2
154,假使世界原來不像你預期,Charmaine Fong,2017-11-07,55,c-pop,50,0.7559999999999999,0.528,267531.0,0.416,0.0,10,0.114,-8.492,1,0.0325,139.821,0.34700000000000003,4
155,未來見,RubberBand,2018-08-24,51,c-pop,48,0.0264,0.518,300000.0,0.5720000000000001,9.02e-05,2,0.3,-7.817,1,0.0287,145.907,0.136,6
